sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
272,882953.214713458,87401.374059766,87401.374060141,882953.220381166,0.005667333010933362,-795551.8434873584
273,882953.221976,87401.381043328,87401.381043578,882953.230270833,0.00829458300722763,-795551.8450799636
274,882953.231740083,87401.391056737,87401.391057362,882953.237377291,0.0056365830096183345,-795551.8435016375
275,882953.23897525,87401.398041048,87401.398041548,882953.244499625,0.0055238750064745545,-795551.8436961395
276,882953.246200333,87401.405469856,87401.405470231,882953.252602916,0.006402207989594899,-795551.843931581
277,882953.254207125,87401.4144044,87401.414404775,882953.261850625,0.0076431249908637255,-795551.8436242875
278,882953.263278958,87401.422434202,87401.422434702,882953.26961225,0.0063327919924631715,-795551.8440111519
279,882953.271244791,87401.431398121,87401.431398621,882953.278455208,0.007209917064756155,-795551.8434516285
280,882953.279998208,87401.439430173,87401.439430798,882953.286934708,0.006935874975170009,-795551.8440359726
281,882953.288442416,87401.448430091,87401.448430341,882953.295937333,0.007494667021092027,-795551.8437596585
282,882953.297226708,87401.457439509,87401.457440384,882953.30457575,0.007348166996962391,-795551.8434612826
283,882953.305938333,87401.465426937,87401.465427187,882953.311388375,0.005449791962746531,-795551.843236292
284,882953.312472458,87401.47171813,87401.471718505,882953.318336375,0.005863542057340965,-795551.843686099
